=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:39:42: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBoEYGZUgAgjALA5VoFYMugGwYDeoAxqAFzIDEA7A46AL5IrgnlW1m98tsseKACZhkeIMjopuKUSl1xADnEBOcdA5To0ADoA7Q4ajbMMEcaMHTnAB7dwAOhHY2FaqBoBDX37wA7twirObQltYmMKAAupAAUMCkHjx8vALI0DCSmWh4WTj5MAqIydxefv5sQdTQLtihoFlmZZ40aemNBUVibFk5TdJFcrklg0p9kKqTGpNanClejEzV3HV0DXNicYmtqWkZoCLZeMfQMshnI0fFC+U+ld6Ba04bjcctXG0dFO+QvZcJKchmxjtdjmNjhNAdNAbNAfMkHsKo9nrV6n9dFZDM07m1lgxDmcIlZcUjQA5qM5XJj9JEDN1yYsHpU0Yg6jTQRZsQzojskl99vxGrBsjzRWZQKLzuLIJLpddpSVkSyqsgauyMWwJZwNRzNshpbqXpzDf9jdQRK8DVLINgeR8LYgrabbcoHXKnfqRZA1B7PsyfodpQH7gSlD7dHhpdsEgKAJ6Oerue5B1aWyOoWXQewvDYptqPJ7pxAELVmugenMxGJAA
13:39:47: [INFO] Routing pad 'D19:1' at (143192500, 62550000) with pad 'D20:1' at (162242500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(143192500, 62550000), (162242500, 62550000)]
13:39:47: [INFO] Routing pad 'D20:1' at (162242500, 62550000) with pad 'D21:1' at (181292500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(162242500, 62550000), (181292500, 62550000)]
13:39:47: [INFO] Routing pad 'D21:1' at (181292500, 62550000) with pad 'D22:1' at (200342500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(181292500, 62550000), (200342500, 62550000)]
13:39:47: [INFO] Routing pad 'D22:1' at (200342500, 62550000) with pad 'D23:1' at (219392500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(200342500, 62550000), (219392500, 62550000)]
13:39:47: [INFO] Routing pad 'D23:1' at (219392500, 62550000) with pad 'D24:1' at (238442500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(219392500, 62550000), (238442500, 62550000)]
13:39:47: [INFO] Routing pad 'D24:1' at (238442500, 62550000) with pad 'D25:1' at (257492500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(238442500, 62550000), (257492500, 62550000)]
13:39:47: [INFO] Routing pad 'D25:1' at (257492500, 62550000) with pad 'D26:1' at (276542500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(257492500, 62550000), (276542500, 62550000)]
13:39:47: [INFO] Routing pad 'D26:1' at (276542500, 62550000) with pad 'D27:1' at (295592500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(276542500, 62550000), (295592500, 62550000)]
13:39:47: [INFO] Routing pad 'D27:1' at (295592500, 62550000) with pad 'D28:1' at (314642500, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(295592500, 62550000), (314642500, 62550000)]
13:39:47: [INFO] Routing pad 'D28:1' at (314642500, 62550000) with pad 'D29:1' at (340836250, 62550000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(314642500, 62550000), (340836250, 62550000)]
13:39:47: [INFO] Routing ROW2 pads
13:39:47: [INFO] Routing pad 'D46:1' at (43180000, 81600000) with pad 'D47:1' at (62230000, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(43180000, 81600000), (62230000, 81600000)]
13:39:47: [INFO] Routing pad 'D47:1' at (62230000, 81600000) with pad 'D48:1' at (81280000, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(62230000, 81600000), (81280000, 81600000)]
13:39:47: [INFO] Routing pad 'D48:1' at (81280000, 81600000) with pad 'D49:1' at (100330000, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(81280000, 81600000), (100330000, 81600000)]
13:39:47: [INFO] Routing pad 'D49:1' at (100330000, 81600000) with pad 'D34:1' at (126523750, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(100330000, 81600000), (126523750, 81600000)]
13:39:47: [INFO] Routing pad 'D34:1' at (126523750, 81600000) with pad 'D35:1' at (152717500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(126523750, 81600000), (152717500, 81600000)]
13:39:47: [INFO] Routing pad 'D35:1' at (152717500, 81600000) with pad 'D36:1' at (171767500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(152717500, 81600000), (171767500, 81600000)]
13:39:47: [INFO] Routing pad 'D36:1' at (171767500, 81600000) with pad 'D37:1' at (190817500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(171767500, 81600000), (190817500, 81600000)]
13:39:47: [INFO] Routing pad 'D37:1' at (190817500, 81600000) with pad 'D38:1' at (209867500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(190817500, 81600000), (209867500, 81600000)]
13:39:47: [INFO] Routing pad 'D38:1' at (209867500, 81600000) with pad 'D39:1' at (228917500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(209867500, 81600000), (228917500, 81600000)]
13:39:47: [INFO] Routing pad 'D39:1' at (228917500, 81600000) with pad 'D40:1' at (247967500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(228917500, 81600000), (247967500, 81600000)]
13:39:47: [INFO] Routing pad 'D40:1' at (247967500, 81600000) with pad 'D41:1' at (267017500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(247967500, 81600000), (267017500, 81600000)]
13:39:47: [INFO] Routing pad 'D41:1' at (267017500, 81600000) with pad 'D42:1' at (286067500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(267017500, 81600000), (286067500, 81600000)]
13:39:47: [INFO] Routing pad 'D42:1' at (286067500, 81600000) with pad 'D43:1' at (305117500, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(286067500, 81600000), (305117500, 81600000)]
13:39:47: [INFO] Routing pad 'D43:1' at (305117500, 81600000) with pad 'D44:1' at (326548750, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(305117500, 81600000), (326548750, 81600000)]
13:39:47: [INFO] Routing pad 'D44:1' at (326548750, 81600000) with pad 'D45:1' at (347980000, 81600000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (B.Cu): [(326548750, 81600000), (347980000, 81600000)]
13:39:47: [INFO] Routing COL11 pads
13:39:47: [INFO] Routing pad 'SW44a:1' at (315277500, 73660000) with pad 'SW44:1' at (317658750, 73660000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Adding track segment (F.Cu): [(315277500, 73660000), (317658750, 73660000)]
13:39:47: [INFO] Routing pad 'SW44:1' at (317658750, 73660000) with pad 'SW12:1' at (320040000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Routing pad 'SW44:1' at (317658750, 73660000) with pad 'SW58:1' at (320040000, 92710000) using coordinate system rotated by 0 degree(s)
13:39:47: [INFO] Routing COL12 pads
13:39:47: [INFO] Routing pad 'SW13a:1' at (329565000, 35560000) with pad 'SW29:1' at (331946250, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Routing pad 'SW29:1' at (331946250, 54610000) with pad 'SW45a:1' at (336708750, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(331946250, 54610000), (331946250, 68897500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(331946250, 68897500), (336708750, 73660000)]
13:39:48: [INFO] Routing pad 'SW13a:1' at (329565000, 35560000) with pad 'SW13:1' at (339090000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(329565000, 35560000), (339090000, 35560000)]
13:39:48: [INFO] Routing pad 'SW45a:1' at (336708750, 73660000) with pad 'SW45:1' at (339090000, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(336708750, 73660000), (339090000, 73660000)]
13:39:48: [INFO] Routing pad 'SW45:1' at (339090000, 73660000) with pad 'SW59:1' at (339090000, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(339090000, 73660000), (339090000, 92710000)]
13:39:48: [INFO] Could not add track segment due to detected collision
13:39:48: [INFO] Routing COL5 pads
13:39:48: [INFO] Routing pad 'SW53:1' at (198596250, 92710000) with pad 'SW38:1' at (200977500, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(198596250, 92710000), (200977500, 90328750)]
13:39:48: [INFO] Adding track segment (F.Cu): [(200977500, 90328750), (200977500, 73660000)]
13:39:48: [INFO] Routing pad 'SW23:1' at (210502500, 54610000) with pad 'SW6:1' at (205740000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(210502500, 54610000), (205740000, 49847500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(205740000, 49847500), (205740000, 35560000)]
13:39:48: [INFO] Routing pad 'SW38:1' at (200977500, 73660000) with pad 'SW23:1' at (210502500, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(200977500, 73660000), (210502500, 64135000)]
13:39:48: [INFO] Adding track segment (F.Cu): [(210502500, 64135000), (210502500, 54610000)]
13:39:48: [INFO] Routing COL1 pads
13:39:48: [INFO] Routing pad 'SW2:1' at (129540000, 35560000) with pad 'SW19:1' at (134302500, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(129540000, 35560000), (129540000, 49847500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(129540000, 49847500), (134302500, 54610000)]
13:39:48: [INFO] Routing pad 'SW19:1' at (134302500, 54610000) with pad 'SW51:1' at (136683750, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(134302500, 54610000), (134302500, 90328750)]
13:39:48: [INFO] Adding track segment (F.Cu): [(134302500, 90328750), (136683750, 92710000)]
13:39:48: [INFO] Routing COL0 pads
13:39:48: [INFO] Routing pad 'SW1:1' at (110490000, 35560000) with pad 'SW18:1' at (112871250, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(110490000, 35560000), (110490000, 52228750)]
13:39:48: [INFO] Adding track segment (F.Cu): [(110490000, 52228750), (112871250, 54610000)]
13:39:48: [INFO] Routing pad 'SW34:1' at (117633750, 73660000) with pad 'SW50:1' at (112871250, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(117633750, 73660000), (117633750, 87947500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(117633750, 87947500), (112871250, 92710000)]
13:39:48: [INFO] Routing pad 'SW18:1' at (112871250, 54610000) with pad 'SW34:1' at (117633750, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(112871250, 54610000), (112871250, 68897500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(112871250, 68897500), (117633750, 73660000)]
13:39:48: [INFO] Routing COL3 pads
13:39:48: [INFO] Routing pad 'SW21:1' at (172402500, 54610000) with pad 'SW4:1' at (167640000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(172402500, 54610000), (167640000, 49847500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(167640000, 49847500), (167640000, 35560000)]
13:39:48: [INFO] Routing pad 'SW36:1' at (162877500, 73660000) with pad 'SW21:1' at (172402500, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(162877500, 73660000), (172402500, 64135000)]
13:39:48: [INFO] Adding track segment (F.Cu): [(172402500, 64135000), (172402500, 54610000)]
13:39:48: [INFO] Routing COL15 pads
13:39:48: [INFO] Routing pad 'SW16:1' at (72390000, 35560000) with pad 'SW32:1' at (72390000, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (72390000, 54610000)]
13:39:48: [INFO] Routing pad 'SW32:1' at (72390000, 54610000) with pad 'SW48:1' at (72390000, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(72390000, 54610000), (72390000, 73660000)]
13:39:48: [INFO] Routing pad 'SW48:1' at (72390000, 73660000) with pad 'SW62:1' at (72390000, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(72390000, 73660000), (72390000, 92710000)]
13:39:48: [INFO] Routing ROW3 pads
13:39:48: [INFO] Routing pad 'D60:1' at (43180000, 100650000) with pad 'D61:1' at (62230000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(43180000, 100650000), (62230000, 100650000)]
13:39:48: [INFO] Routing pad 'D61:1' at (62230000, 100650000) with pad 'D62:1' at (81280000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(62230000, 100650000), (81280000, 100650000)]
13:39:48: [INFO] Routing pad 'D62:1' at (81280000, 100650000) with pad 'D63:1' at (100330000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(81280000, 100650000), (100330000, 100650000)]
13:39:48: [INFO] Routing pad 'D63:1' at (100330000, 100650000) with pad 'D50:1' at (121761250, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(100330000, 100650000), (121761250, 100650000)]
13:39:48: [INFO] Routing pad 'D50:1' at (121761250, 100650000) with pad 'D51:1' at (145573750, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(121761250, 100650000), (145573750, 100650000)]
13:39:48: [INFO] Routing pad 'D51:1' at (145573750, 100650000) with pad 'D52:1' at (169386250, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(145573750, 100650000), (169386250, 100650000)]
13:39:48: [INFO] Routing pad 'D52:1' at (169386250, 100650000) with pad 'D53:1' at (207486250, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(169386250, 100650000), (207486250, 100650000)]
13:39:48: [INFO] Routing pad 'D53:1' at (207486250, 100650000) with pad 'D54:1' at (240823750, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(207486250, 100650000), (240823750, 100650000)]
13:39:48: [INFO] Routing pad 'D54:1' at (240823750, 100650000) with pad 'D55:1' at (255111250, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(240823750, 100650000), (255111250, 100650000)]
13:39:48: [INFO] Routing pad 'D55:1' at (255111250, 100650000) with pad 'D56:1' at (288448750, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(255111250, 100650000), (288448750, 100650000)]
13:39:48: [INFO] Routing pad 'D56:1' at (288448750, 100650000) with pad 'D57:1' at (309880000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(288448750, 100650000), (309880000, 100650000)]
13:39:48: [INFO] Routing pad 'D57:1' at (309880000, 100650000) with pad 'D58:1' at (328930000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(309880000, 100650000), (328930000, 100650000)]
13:39:48: [INFO] Routing pad 'D58:1' at (328930000, 100650000) with pad 'D59:1' at (347980000, 100650000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (B.Cu): [(328930000, 100650000), (347980000, 100650000)]
13:39:48: [INFO] Routing COL10 pads
13:39:48: [INFO] Routing pad 'SW28:1' at (305752500, 54610000) with pad 'SW11:1' at (300990000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(305752500, 54610000), (300990000, 49847500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(300990000, 49847500), (300990000, 35560000)]
13:39:48: [INFO] Routing pad 'SW43:1' at (296227500, 73660000) with pad 'SW57:1' at (300990000, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(296227500, 73660000), (296227500, 87947500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(296227500, 87947500), (300990000, 92710000)]
13:39:48: [INFO] Routing pad 'SW43:1' at (296227500, 73660000) with pad 'SW28:1' at (305752500, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(296227500, 73660000), (305752500, 64135000)]
13:39:48: [INFO] Adding track segment (F.Cu): [(305752500, 64135000), (305752500, 54610000)]
13:39:48: [INFO] Routing COL6 pads
13:39:48: [INFO] Routing pad 'SW24:1' at (229552500, 54610000) with pad 'SW7:1' at (224790000, 35560000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(229552500, 54610000), (224790000, 49847500)]
13:39:48: [INFO] Adding track segment (F.Cu): [(224790000, 49847500), (224790000, 35560000)]
13:39:48: [INFO] Routing pad 'SW39:1' at (220027500, 73660000) with pad 'SW24:1' at (229552500, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(220027500, 73660000), (229552500, 64135000)]
13:39:48: [INFO] Adding track segment (F.Cu): [(229552500, 64135000), (229552500, 54610000)]
13:39:48: [INFO] Routing COL13 pads
13:39:48: [INFO] Routing pad 'SW14:1' at (34290000, 35560000) with pad 'SW30:1' at (34290000, 54610000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(34290000, 35560000), (34290000, 54610000)]
13:39:48: [INFO] Routing pad 'SW30:1' at (34290000, 54610000) with pad 'SW46:1' at (34290000, 73660000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(34290000, 54610000), (34290000, 73660000)]
13:39:48: [INFO] Routing pad 'SW46:1' at (34290000, 73660000) with pad 'SW60:1' at (34290000, 92710000) using coordinate system rotated by 0 degree(s)
13:39:48: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (34290000, 92710000)]
13:39:48: [INFO] Could not add track segment due to detected collision
13:39:48: [INFO] Removing dangling tracks
